"","X","budget","id","original_language","popularity","release_date","revenue","title","vote_average","vote_count","genre","production","country","principal_actor","secondary_actor"
"145",145,1.15e+08,82703,"en",38.73494,"2014-02-07",369284902.7,"Mr. Peabody & Sherman",6.7,843,"Family","Pacific Data Images (PDI)","United States of America","Ty Burrell","Max Charles"
"146",146,1.15e+08,652,"en",67.3859622,"2004-05-13",369284902.7,"Troy",6.9,3040.9,"War","Warner Bros.","United States of America","Brad Pitt","Orlando Bloom"
"147",147,1.15e+08,80321,"en",44.989192,"2012-06-06",369284902.7,"Madagascar 3: Europe's Most Wanted",6.4,3040.9,"Family","DreamWorks Animation","United States of America","Ben Stiller","Sacha Baron Cohen"
"148",148,1.15e+08,36669,"en",54.159392,"2002-11-17",369284902.7,"Die Another Day",5.8,1092,"Thriller","Eon Productions","United States of America","Pierce Brosnan","Halle Berry"
"149",149,1.15e+08,43074,"en",67.3859622,"2016-07-14",229147509,"Ghostbusters",5.3,3040.9,"Fantasy","Village Roadshow Pictures","United States of America","Melissa McCarthy","Kristen Wiig"
"150",150,1.15e+08,95,"en",58.485967,"1998-07-01",369284902.7,"Armageddon",6.4,3040.9,"Thriller","Valhalla Motion Pictures","United States of America","Bruce Willis","Billy Bob Thornton"
"151",151,1.15e+08,608,"en",67.3859622,"2002-07-03",369284902.7,"Men in Black II",6,3040.9,"Science Fiction","Parkes+MacDonald Image Nation","United States of America","Tommy Lee Jones","Will Smith"
"152",152,7e+07,2310,"en",35.601665,"2007-11-05",195735876,"Beowulf",5.5,841,"Animation","Shangri-La Entertainment","United States of America","Ray Winstone","Angelina Jolie"
"153",153,1.15e+08,140300,"en",56.747978,"2016-01-23",369284902.7,"Kung Fu Panda 3",6.7,1603,"Family","Twentieth Century Fox Film Corporation","United States of America","Jack Black","Bryan Cranston"
"154",154,1.15e+08,56292,"en",67.3859622,"2011-12-07",369284902.7,"Mission: Impossible - Ghost Protocol",6.8,3040.9,"Thriller","TC Productions","United States of America","Tom Cruise","Jeremy Renner"
"155",155,1.15e+08,81188,"en",61.788035,"2012-11-21",369284902.7,"Rise of the Guardians",7.1,3040.9,"Fantasy","DreamWorks Animation","United States of America","Chris Pine","Alec Baldwin"
"156",156,1.15e+08,7552,"en",25.159168,"2005-12-21",202026112,"Fun with Dick and Jane",5.9,627,"Comedy","JC 23 Entertainment","United States of America","Jim Carrey","Téa Leoni"
"157",157,1.15e+08,616,"en",52.341226,"2003-12-05",369284902.7,"The Last Samurai",7.3,3040.9,"War","Warner Bros.","United States of America","Tom Cruise","Ken Watanabe"
"158",158,1.15e+08,147441,"en",67.3859622,"2014-12-03",369284902.7,"Exodus: Gods and Kings",5.6,3040.9,"Drama","Volcano Films","United States of America","Christian Bale","Joel Edgerton"
"159",159,1.15e+08,13475,"en",67.3859622,"2009-05-06",369284902.7,"Star Trek",7.4,3040.9,"Science Fiction","Spyglass Entertainment","United States of America","Chris Pine","Zachary Quinto"
"160",160,1.15e+08,557,"en",67.3859622,"2002-05-01",369284902.7,"Spider-Man",6.8,3040.9,"Fantasy","Marvel Enterprises","United States of America","Tobey Maguire","Willem Dafoe"
"161",161,1.15e+08,82702,"en",67.3859622,"2014-06-12",369284902.7,"How to Train Your Dragon 2",7.6,3040.9,"Fantasy","Mad Hatter Entertainment","United States of America","Jay Baruchel","Gerard Butler"
"162",162,1.15e+08,205584,"en",56.257249,"2016-02-25",150680864,"Gods of Egypt",5.3,1277,"Fantasy","TIK Films","United States of America","Brenton Thwaites","Nikolaj Coster-Waldau"
"163",163,1.15e+08,10048,"en",17.88953,"2005-07-28",76932943,"Stealth",4.9,331,"Action","Phoenix Pictures","United States of America","Josh Lucas","Jessica Biel"
"164",164,1.15e+08,13183,"en",67.3859622,"2009-03-05",185258983,"Watchmen",7,3040.9,"Science Fiction","Warner Bros.","United States of America","Malin Åkerman","Billy Crudup"
"165",165,1.15e+08,944,"en",24.855701,"1998-07-10",369284902.7,"Lethal Weapon 4",6.3,767,"Thriller","Warner Bros.","United States of America","Mel Gibson","Danny Glover"
"166",166,1.15e+08,1927,"en",34.981698,"2003-06-19",369284902.7,"Hulk",5.3,1533,"Science Fiction","Valhalla Motion Pictures","United States of America","Eric Bana","Jennifer Connelly"
"167",167,1.15e+08,72559,"en",59.325589,"2013-03-26",369284902.7,"G.I. Joe: Retaliation",5.4,3040.9,"Thriller","Skydance Productions","United States of America","Dwayne Johnson","D.J. Cotrona"
"168",168,1.15e+08,7364,"en",21.605568,"2005-04-06",119269486,"Sahara",5.7,434,"Mystery","Sahara Productions","United States of America","Matthew McConaughey","Penélope Cruz"
"169",169,1.15e+08,2114,"en",26.074908,"2001-07-02",85131830,"Final Fantasy: The Spirits Within",5.9,433,"Thriller","Square USA","United States of America","Donald Sutherland","Ming-Na Wen"
"170",170,1.15e+08,1771,"en",67.3859622,"2011-07-22",369284902.7,"Captain America: The First Avenger",6.6,3040.9,"Science Fiction","Marvel Studios","United States of America","Chris Evans","Hugo Weaving"
"171",171,1.15e+08,36643,"en",39.604363,"1999-11-08",369284902.7,"The World Is Not Enough",6,862,"Thriller","Metro-Goldwyn-Mayer (MGM)","United States of America","Pierce Brosnan","Sophie Marceau"
"172",172,1.15e+08,8619,"en",36.973031,"2003-11-14",212011111,"Master and Commander: The Far Side of the World",6.9,790,"Adventure","Universal Pictures","United States of America","Russell Crowe","Paul Bettany"
"173",173,1.15e+08,50620,"en",67.3859622,"2012-11-13",369284902.7,"The Twilight Saga: Breaking Dawn - Part 2",6.1,3040.9,"Romance","Temple Hill Entertainment","United States of America","Kristen Stewart","Robert Pattinson"
"174",174,1.15e+08,65759,"en",17.7735,"2011-11-17",150406466,"Happy Feet Two",5.8,373,"Family","Warner Bros.","Australia","Elijah Wood","Robin Williams"
"175",175,1.15e+08,1724,"en",62.898336,"2008-06-12",163712074,"The Incredible Hulk",6.1,3040.9,"Science Fiction","Valhalla Motion Pictures","United States of America","Edward Norton","Liv Tyler"
"176",176,1.15e+08,267935,"en",44.19092,"2016-06-01",183345589,"The BFG",6,1000,"Fantasy","Walt Disney Pictures","United States of America","Ruby Barnhill","Mark Rylance"
"177",177,1.15e+08,281957,"en",67.3859622,"2015-12-25",369284902.7,"The Revenant",7.3,3040.9,"Western","Regency Enterprises","United States of America","Leonardo DiCaprio","Tom Hardy"
"178",178,1.15e+08,77950,"en",44.765377,"2013-07-11",369284902.7,"Turbo",6.1,1074,"Family","DreamWorks Animation","United States of America","Ryan Reynolds","Paul Giamatti"
"179",179,1.15e+08,44896,"en",29.91353,"2011-03-02",369284902.7,"Rango",6.6,3040.9,"Western","Paramount Pictures","United States of America","Johnny Depp","Isla Fisher"
"180",180,1.15e+08,270946,"en",67.3859622,"2014-11-22",369284902.7,"Penguins of Madagascar",6.5,1346,"Family","DreamWorks Animation","United States of America","Tom McGrath","Chris Miller"
"181",181,7e+07,2503,"en",45.381501,"2007-08-03",369284902.7,"The Bourne Ultimatum",7.3,3040.9,"Thriller","Universal Pictures","United States of America","Matt Damon","Julia Stiles"
"182",182,1.15e+08,9502,"en",67.3859622,"2008-06-04",369284902.7,"Kung Fu Panda",6.9,3040.9,"Family","DreamWorks Animation","United States of America","Jack Black","Dustin Hoffman"
"183",183,1.15e+08,102899,"en",67.3859622,"2015-07-14",369284902.7,"Ant-Man",7,3040.9,"Science Fiction","Marvel Studios","United States of America","Paul Rudd","Michael Douglas"
"184",184,1.15e+08,101299,"en",67.3859622,"2013-11-15",369284902.7,"The Hunger Games: Catching Fire",7.4,3040.9,"Science Fiction","Lionsgate","United States of America","Jennifer Lawrence","Josh Hutcherson"
"185",185,1.15e+08,228161,"en",63.473086,"2015-03-18",369284902.7,"Home",6.8,1519,"Science Fiction","Twentieth Century Fox Film Corporation","United States of America","Jim Parsons","Rihanna"
"186",186,1.15e+08,74,"en",48.572726,"2005-06-28",369284902.7,"War of the Worlds",6.2,3040.9,"Thriller","Paramount Pictures","United States of America","Tom Cruise","Dakota Fanning"
"187",187,1.15e+08,8961,"en",38.068736,"2003-07-18",369284902.7,"Bad Boys II",6.3,1564,"Thriller","Don Simpson/Jerry Bruckheimer Films","United States of America","Martin Lawrence","Will Smith"
"188",188,1.15e+08,417859,"en",20.678787,"2011-10-28",369284902.7,"Puss in Boots",6.4,451,"Fantasy","DreamWorks","United States of America","Antonio Banderas","Salma Hayek"
"189",189,1.15e+08,27576,"en",48.829437,"2010-07-21",369284902.7,"Salt",6.2,3040.9,"Thriller","Wintergreen Productions","United States of America","Angelina Jolie","Liev Schreiber"
"190",190,1.15e+08,86834,"en",46.115758,"2014-03-20",369284902.7,"Noah",5.6,3040.9,"Drama","Regency Enterprises","United States of America","Russell Crowe","Jennifer Connelly"
"191",191,1.15e+08,17578,"en",67.3859622,"2011-10-25",369284902.7,"The Adventures of Tintin",6.7,3040.9,"Mystery","WingNut Films","United States of America","Jamie Bell","Andy Serkis"
"192",192,1.15e+08,673,"en",67.3859622,"2004-05-31",369284902.7,"Harry Potter and the Prisoner of Azkaban",7.7,3040.9,"Fantasy","Warner Bros.","United States of America","Daniel Radcliffe","Rupert Grint"
"193",193,1.15e+08,6972,"en",28.840997,"2008-11-18",49554002,"Australia",6.3,694,"Drama","Twentieth Century Fox Film Corporation","United States of America","Nicole Kidman","Hugh Jackman"
"194",194,1.15e+08,82700,"en",42.840582,"2013-05-30",369284902.7,"After Earth",5,3040.9,"Science Fiction","Overbrook Entertainment","United States of America","Jaden Smith","Will Smith"
"195",195,1.15e+08,10567,"en",26.548594,"2000-05-19",369284902.7,"Dinosaur",6.2,542,"Family","Walt Disney Pictures","United States of America","D. B. Sweeney","Alfre Woodard"
"196",196,1.15e+08,181533,"en",67.3859622,"2014-12-17",369284902.7,"Night at the Museum: Secret of the Tomb",6.1,3040.9,"Fantasy","Twentieth Century Fox Film Corporation","United States of America","Ben Stiller","Rami Malek"
"197",197,1.15e+08,38055,"en",67.3859622,"2010-10-28",369284902.7,"Megamind",6.7,3040.9,"Science Fiction","DreamWorks Animation","United States of America","Will Ferrell","Brad Pitt"
"198",198,1.15e+08,671,"en",67.3859622,"2001-11-16",369284902.7,"Harry Potter and the Philosopher's Stone",7.5,3040.9,"Fantasy","Warner Bros.","United States of America","Daniel Radcliffe","Rupert Grint"
"199",199,1.15e+08,49524,"en",39.448066,"2013-07-18",61648500,"R.I.P.D.",5.4,1260,"Fantasy","Universal Pictures","United States of America","Jeff Bridges","Ryan Reynolds"
"200",200,1.15e+08,22,"en",67.3859622,"2003-07-09",369284902.7,"Pirates of the Caribbean: The Curse of the Black Pearl",7.5,3040.9,"Fantasy","Walt Disney Pictures","United States of America","Johnny Depp","Geoffrey Rush"
"201",201,1.15e+08,131631,"en",67.3859622,"2014-11-18",369284902.7,"The Hunger Games: Mockingjay - Part 1",6.6,3040.9,"Thriller","Lionsgate","United States of America","Jennifer Lawrence","Josh Hutcherson"
"202",202,1.15e+08,591,"en",45.313197,"2006-05-17",369284902.7,"The Da Vinci Code",6.5,3040.9,"Thriller","Skylark Productions","United States of America","Tom Hanks","Audrey Tautou"
"203",203,1.15e+08,172385,"en",42.40024,"2014-03-19",369284902.7,"Rio 2",6.3,978,"Family","Twentieth Century Fox Animation","United States of America","Jesse Eisenberg","Anne Hathaway"
"204",204,1.15e+08,36658,"en",2.871739,"2003-04-24",369284902.7,"X2",6.8,3040.9,"Thriller","XM2 Productions","United States of America","Patrick Stewart","Hugh Jackman"
"205",205,1.15e+08,51497,"en",7.255718,"2011-04-20",369284902.7,"Fast Five",7.1,3040.9,"Thriller","Universal Pictures","United States of America","Vin Diesel","Paul Walker"
"206",206,1.15e+08,58574,"en",67.3859622,"2011-11-22",369284902.7,"Sherlock Holmes: A Game of Shadows",7,3040.9,"Mystery","Wigram Productions","United States of America","Robert Downey Jr.","Jude Law"
"207",207,1.15e+08,18823,"en",47.686442,"2010-04-01",369284902.7,"Clash of the Titans",5.6,3040.9,"Fantasy","Warner Bros.","United States of America","Sam Worthington","Liam Neeson"
"208",208,6.5e+07,861,"en",43.129703,"1990-06-01",369284902.7,"Total Recall",7.1,1710,"Science Fiction","TriStar Pictures","United States of America","Arnold Schwarzenegger","Sharon Stone"
"209",209,1.15e+08,1911,"en",27.220157,"1999-08-27",61698899,"The 13th Warrior",6.4,510,"Fantasy","Touchstone Pictures","United States of America","Antonio Banderas","Vladimir Kulich"
"210",210,1.15e+08,49040,"en",67.3859622,"2012-08-08",369284902.7,"The Bourne Legacy",6,3040.9,"Thriller","Universal Pictures","United States of America","Jeremy Renner","Rachel Weisz"
"211",211,1.15e+08,415,"en",50.073575,"1997-06-20",369284902.7,"Batman & Robin",4.2,1418,"Fantasy","Warner Bros.","United States of America","George Clooney","Chris O'Donnell"
"212",212,1.15e+08,8871,"en",45.419668,"2000-11-17",369284902.7,"How the Grinch Stole Christmas",6.2,1386,"Fantasy","Universal Pictures","United States of America","Jim Carrey","Taylor Momsen"
"213",213,1.15e+08,435,"en",41.380094,"2004-05-26",369284902.7,"The Day After Tomorrow",6.2,3040.9,"Thriller","Twentieth Century Fox Film Corporation","United States of America","Dennis Quaid","Jake Gyllenhaal"
"214",214,1.15e+08,955,"en",54.931334,"2000-05-24",369284902.7,"Mission: Impossible II",5.9,3040.9,"Thriller","Paramount Pictures","United States of America","Tom Cruise","Dougray Scott"
"215",215,1.15e+08,2133,"en",25.752118,"2000-03-15",369284902.7,"The Perfect Storm",6.2,597,"Drama","Warner Bros.","United States of America","George Clooney","Mark Wahlberg"
"216",216,1.15e+08,1979,"en",60.810723,"2007-06-13",369284902.7,"Fantastic 4: Rise of the Silver Surfer",5.4,3040.9,"Thriller","Twentieth Century Fox Film Corporation","United States of America","Ioan Gruffudd","Jessica Alba"
"217",217,1.15e+08,87827,"en",51.328145,"2012-11-20",369284902.7,"Life of Pi",7.2,3040.9,"Drama","Ingenious Media","United States of America","Suraj Sharma","Irrfan Khan"
"218",218,1.15e+08,1250,"en",46.834704,"2007-02-16",228738393,"Ghost Rider",5.2,1712,"Thriller","Vengeance Productions Pty. Ltd.","United States of America","Nicolas Cage","Eva Mendes"
"219",219,1.15e+08,324668,"en",62.641286,"2016-07-27",369284902.7,"Jason Bourne",5.9,3040.9,"Thriller","The Kennedy/Marshall Company","United States of America","Matt Damon","Alicia Vikander"
"220",220,1.15e+08,9471,"en",33.616115,"2003-06-27",369284902.7,"Charlie's Angels: Full Throttle",5.2,914,"Comedy","Wonderland Sound and Vision","United States of America","Cameron Diaz","Drew Barrymore"
"221",221,1.15e+08,70981,"en",67.3859622,"2012-05-30",369284902.7,"Prometheus",6.3,3040.9,"Science Fiction","Twentieth Century Fox Film Corporation","United States of America","Noomi Rapace","Michael Fassbender"
"222",222,1.15e+08,10996,"en",27.990284,"2002-07-19",169956806,"Stuart Little 2",5.4,613,"Family","Sony Pictures Entertainment","United States of America","Michael J. Fox","Geena Davis"
"223",223,1.15e+08,68724,"en",67.3859622,"2013-08-07",369284902.7,"Elysium",6.4,3040.9,"Thriller","TriStar Pictures","United States of America","Matt Damon","Jodie Foster"
"224",224,1.15e+08,2789,"en",27.835436,"2004-06-11",115772733,"The Chronicles of Riddick",6.3,1570,"Science Fiction","Radar Pictures","United States of America","Vin Diesel","Thandie Newton"
"225",225,1.15e+08,97020,"en",67.3859622,"2014-01-30",369284902.7,"RoboCop",5.7,3040.9,"Science Fiction","Strike Entertainment","United States of America","Joel Kinnaman","Gary Oldman"
"226",226,1.15e+08,7459,"en",17.060695,"2008-05-09",93945766,"Speed Racer",5.7,354,"Science Fiction","Warner Bros.","United States of America","Emile Hirsch","Christina Ricci"
"227",227,1.15e+08,42888,"en",11.137655,"2010-12-17",48668907,"How Do You Know",4.9,223,"Romance","Road Rebel","United States of America","Reese Witherspoon","Paul Rudd"
"228",228,1.15e+08,37834,"en",44.906918,"2010-06-15",369284902.7,"Knight and Day",5.9,1547,"Comedy","Twentieth Century Fox Film Corporation","United States of America","Tom Cruise","Cameron Diaz"
"229",229,1.15e+08,75612,"en",67.3859622,"2013-04-10",369284902.7,"Oblivion",6.4,3040.9,"Science Fiction","Universal Pictures","United States of America","Tom Cruise","Morgan Freeman"
"230",230,1.15e+08,1895,"en",44.108427,"2005-05-17",369284902.7,"Star Wars: Episode III - Revenge of the Sith",7.1,3040.9,"Science Fiction","Lucasfilm","United States of America","Ewan McGregor","Natalie Portman"
"231",231,1.15e+08,1894,"en",43.987061,"2002-05-15",369284902.7,"Star Wars: Episode II - Attack of the Clones",6.4,3040.9,"Science Fiction","Lucasfilm","United States of America","Ewan McGregor","Natalie Portman"
"232",232,1.15e+08,585,"en",67.3859622,"2001-11-01",369284902.7,"Monsters, Inc.",7.5,3040.9,"Family","Walt Disney Pictures","United States of America","John Goodman","Billy Crystal"
"233",233,1.15e+08,76170,"en",15.953444,"2013-07-23",369284902.7,"The Wolverine",6.3,3040.9,"Science Fiction","Twentieth Century Fox Film Corporation","United States of America","Hugh Jackman","Hiroyuki Sanada"
"234",234,1.15e+08,1893,"en",54.035265,"1999-05-19",369284902.7,"Star Wars: Episode I - The Phantom Menace",6.3,3040.9,"Science Fiction","Lucasfilm","United States of America","Liam Neeson","Ewan McGregor"
"235",235,1.15e+08,49519,"en",67.3859622,"2013-03-20",369284902.7,"The Croods",6.8,3040.9,"Fantasy","DreamWorks Animation","United States of America","Nicolas Cage","Emma Stone"
"236",236,97250400,2395,"fr",20.344364,"2008-01-13",132900000,"Asterix at the Olympic Games",5,471,"Fantasy","uFilm","Spain","Clovis Cornillac","Gérard Depardieu"
"237",237,1.15e+08,12100,"en",18.714197,"2002-06-14",77628265,"Windtalkers",5.8,341,"War","Metro-Goldwyn-Mayer (MGM)","United States of America","Nicolas Cage","Adam Beach"
"238",238,1.15e+08,290595,"en",60.467984,"2016-04-06",164602163,"The Huntsman: Winter's War",6,1523,"Drama","Universal Pictures","United States of America","Chris Hemsworth","Charlize Theron"
